Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
249,No,False,True,False,False,False,False,True,False
790,Yes,True,False,False,False,False,False,False,False
664,Yes,False,True,False,False,False,False,False,True
330,No,False,False,False,False,False,False,True,False
409,Yes,True,False,False,False,True,False,False,True
1274,Yes,False,False,True,False,False,False,False,True
1599,No,True,False,False,False,False,False,True,False
869,No,True,False,False,False,False,False,True,False
814,Yes,False,False,True,True,False,False,True,False
1203,No,False,False,True,False,False,False,True,False
556,Yes,False,True,False,False,False,False,True,False
1236,Yes,False,False,True,False,False,False,True,False
1247,Yes,False,False,True,False,False,False,False,True
1689,Yes,False,False,True,False,False,False,False,True
1428,Yes,True,False,False,False,True,False,True,False
646,Yes,False,False,True,False,False,False,False,True
578,Yes,True,False,False,False,False,False,False,True
301,No,True,False,False,False,False,False,True,False
1290,Yes,False,False,False,False,False,False,False,True
1139,Yes,False,False,False,False,True,False,True,False
1321,Yes,False,False,True,False,False,False,False,True
301,Yes,False,False,False,False,True,False,False,True
406,Yes,False,False,True,False,False,False,False,True
1785,No,False,False,False,False,False,False,True,False
1042,Yes,False,True,False,False,False,True,True,False
1166,No,False,False,False,False,False,False,True,False
1563,No,True,False,False,False,False,False,True,False
987,No,False,False,False,False,False,False,True,False
818,No,True,False,False,False,False,False,True,False
399,No,False,False,False,False,False,False,True,False
642,Yes,False,True,False,False,True,False,False,True
1921,Yes,True,False,False,False,True,False,False,False
415,Yes,False,False,True,False,False,False,False,True
495,Yes,False,False,True,False,False,True,False,True
978,Yes,False,False,True,False,False,False,False,False
457,Yes,True,False,False,False,True,False,False,True
440,Yes,False,True,False,False,False,False,False,False
1602,Yes,False,True,False,False,False,False,False,False
489,Yes,True,False,False,False,False,False,False,True
1892,No,False,True,False,False,False,False,True,False
1284,No,False,False,False,False,False,False,True,False
1300,Yes,False,True,False,False,True,False,True,False
1247,Yes,False,True,False,False,False,False,False,True
258,Yes,False,False,True,False,False,False,False,True
570,Yes,False,True,False,False,False,False,False,False
1079,No,True,False,False,False,False,False,True,False
1806,Yes,False,False,False,False,False,False,False,True
657,Yes,True,False,False,True,False,False,True,False
478,Yes,False,True,False,False,False,False,False,False
1464,No,True,False,False,False,False,False,True,False
1727,No,False,True,False,False,False,False,True,False
484,No,True,False,False,False,False,False,True,False
1179,Yes,True,False,False,False,True,False,True,False
1045,Yes,False,False,True,False,False,False,False,False
1897,Yes,False,True,False,False,False,False,False,False
1072,Yes,False,False,False,False,False,False,False,True
1720,Yes,False,True,False,False,False,False,True,False
1808,Yes,True,False,False,True,False,False,True,False
704,Yes,False,False,True,True,False,False,False,True
1473,Yes,False,False,False,False,False,False,False,True
1939,Yes,False,False,True,False,False,False,False,False
1459,Yes,False,False,True,True,False,False,False,True
1482,Yes,False,True,False,False,False,True,False,True
1230,Yes,False,False,True,False,False,False,False,True
1814,No,False,False,False,False,False,False,True,False
661,Yes,True,False,False,True,False,False,True,False
877,Yes,False,False,False,False,True,False,False,True
982,Yes,False,False,True,False,False,False,False,False
1189,Yes,False,True,False,False,False,False,False,True
1811,Yes,True,False,False,False,False,False,False,True
340,Yes,False,True,False,False,False,False,False,True
1997,Yes,False,True,False,False,False,False,False,True
1074,Yes,False,False,True,False,True,False,True,False
1743,Yes,False,False,False,False,False,False,False,True
1030,Yes,True,False,False,False,False,False,True,False
394,No,False,False,True,False,False,False,True,False
212,Yes,True,False,False,False,False,True,False,True
482,Yes,False,False,False,False,False,False,False,True
1039,Yes,False,False,True,True,False,False,True,False
763,Yes,False,False,True,False,False,False,False,True
735,Yes,False,True,False,False,True,False,True,False
573,Yes,False,False,False,False,False,False,False,True
1293,Yes,True,False,False,False,False,False,False,True
802,Yes,False,False,False,False,True,False,False,True
1177,No,False,True,False,False,False,False,True,False
1087,Yes,False,False,True,False,False,False,False,True
1373,Yes,False,False,False,False,False,True,False,True
1647,Yes,False,False,True,False,False,False,False,False
451,No,False,False,True,False,False,False,True,False
1368,No,True,False,False,False,False,False,True,False
538,Yes,True,False,False,False,True,False,True,False
1245,Yes,False,False,True,False,False,False,False,False
1789,Yes,False,False,False,False,False,True,True,False
1825,Yes,False,False,True,False,False,False,False,True
976,Yes,False,True,False,False,False,False,False,True
1766,No,False,True,False,False,False,False,True,False
927,Yes,True,False,False,False,False,False,True,False
1248,Yes,False,False,False,False,False,False,False,True
1813,Yes,True,False,False,False,True,False,True,False
1446,Yes,True,False,False,False,False,False,False,False
271,Yes,True,False,False,False,False,True,False,True
447,No,False,False,True,False,False,False,True,False
622,Yes,False,False,True,False,False,True,True,False
1091,Yes,False,True,False,False,True,False,True,False
1819,No,False,True,False,False,False,False,True,False
1367,Yes,False,False,True,True,False,False,False,True
1871,Yes,True,False,False,False,True,False,False,True
1796,Yes,False,False,False,False,False,True,False,True
1789,Yes,False,False,True,False,True,False,False,True
1483,Yes,False,False,False,False,True,False,False,True
1312,Yes,True,False,False,False,False,False,True,False
1142,No,False,True,False,False,False,False,True,False
763,Yes,False,True,False,False,False,False,True,False
1863,Yes,True,False,False,False,True,False,True,False
1929,Yes,False,True,False,False,False,False,False,True
1955,Yes,False,False,True,False,False,False,False,True
371,No,False,True,False,False,False,False,True,False
266,Yes,False,False,True,False,False,False,False,True
1274,Yes,True,False,False,False,False,False,False,False
1502,No,False,False,True,False,False,False,True,False
1686,Yes,False,True,False,False,False,False,False,True
411,Yes,True,False,False,False,True,False,True,False
1532,No,True,False,False,False,False,False,True,False
1266,No,True,False,False,False,False,False,True,False
621,No,False,True,False,False,False,False,True,False
1495,Yes,True,False,False,False,True,False,True,False
1729,No,True,False,False,False,False,False,True,False
494,Yes,False,False,True,False,True,False,True,False
822,Yes,False,False,False,False,False,False,False,True
1392,Yes,False,True,False,False,False,False,False,False
334,Yes,False,True,False,False,False,False,False,False
1632,Yes,False,True,False,False,True,False,True,False
750,Yes,False,False,False,False,False,False,False,False
849,Yes,False,True,False,False,False,False,False,True
774,Yes,True,False,False,False,False,False,False,True
292,Yes,True,False,False,False,False,False,False,True
627,Yes,False,False,False,False,False,False,False,True
247,Yes,False,False,False,False,False,False,True,False
1525,Yes,False,False,False,False,False,False,False,True
1280,No,False,False,False,False,False,False,True,False
669,Yes,True,False,False,False,False,False,True,False
1027,Yes,False,False,True,False,False,False,False,True
1662,No,False,False,False,False,False,False,True,False
682,Yes,False,True,False,False,True,False,True,False
1269,Yes,False,False,False,False,False,False,True,False
665,No,False,True,False,False,False,False,True,False
1740,Yes,False,True,False,False,False,False,False,True
762,No,False,False,False,False,False,False,True,False
1118,No,False,False,False,False,False,False,True,False
1571,Yes,False,False,False,False,True,False,False,False
1624,Yes,False,False,False,False,False,False,False,True
1218,No,False,False,True,False,False,False,True,False
693,Yes,True,False,False,False,False,True,True,False
833,Yes,False,True,False,False,True,False,False,True
205,Yes,False,False,False,False,True,False,True,False
1998,Yes,False,False,False,True,False,False,True,False
1318,No,False,True,False,False,False,False,True,False
588,Yes,False,True,False,False,True,False,False,True
768,Yes,False,False,False,False,True,False,False,True
1534,Yes,True,False,False,False,False,False,False,True
1804,Yes,True,False,False,False,False,False,False,False
903,Yes,False,False,True,False,False,False,True,False
1339,No,True,False,False,False,False,False,True,False
753,Yes,True,False,False,True,False,False,False,True
293,Yes,False,False,True,False,False,False,False,True
499,No,False,False,False,False,False,False,True,False
1557,Yes,True,False,False,False,False,False,False,True
530,Yes,False,False,False,True,False,False,False,False
470,No,True,False,False,False,False,False,True,False
416,Yes,False,True,False,False,False,False,False,True
1543,No,True,False,False,False,False,False,True,False
842,Yes,True,False,False,False,False,False,False,False
281,No,True,False,False,False,False,False,True,False
1487,Yes,False,False,True,False,True,False,True,False
843,No,True,False,False,False,False,False,True,False
603,Yes,True,False,False,False,True,False,True,False
252,No,False,False,True,False,False,False,True,False
1756,Yes,False,False,True,False,False,False,True,False
885,No,True,False,False,False,False,False,True,False
1719,Yes,False,False,False,True,False,False,False,False
1043,Yes,False,False,False,False,False,False,True,False
1779,Yes,False,True,False,True,False,False,True,False
1473,Yes,True,False,False,False,True,False,True,False
1841,Yes,False,False,True,False,False,False,False,True
563,Yes,False,True,False,False,False,False,False,True
1241,Yes,False,False,True,False,False,False,True,False
1583,Yes,False,True,False,False,False,True,False,False
252,Yes,False,True,False,False,False,False,False,False
1935,Yes,False,False,True,False,False,False,False,True
447,Yes,False,True,False,False,False,False,False,True
718,Yes,False,False,True,True,False,False,False,True
737,Yes,False,False,False,True,False,False,False,True
1081,Yes,True,False,False,False,False,False,True,False
916,Yes,False,True,False,False,False,False,False,True
1506,No,True,False,False,False,False,False,True,False
1336,Yes,True,False,False,True,False,False,False,True
1954,No,True,False,False,False,False,False,True,False
1113,Yes,False,True,False,False,False,False,False,True
1186,Yes,False,True,False,False,True,False,True,False
645,Yes,False,False,False,False,False,False,False,True
1647,No,False,False,False,False,False,False,True,False
1587,Yes,True,False,False,False,True,False,False,True
1332,No,False,False,True,False,False,False,True,False
1372,No,True,False,False,False,False,False,True,False
1318,No,False,False,True,False,False,False,True,False
1309,No,False,False,False,False,False,False,True,False
799,Yes,True,False,False,True,False,False,True,False
978,Yes,True,False,False,False,True,False,True,False
1864,No,False,True,False,False,False,False,True,False
1481,Yes,False,False,False,False,False,False,False,False
244,Yes,True,False,False,False,False,False,False,True
1893,Yes,False,False,False,False,True,False,True,False
1100,Yes,False,True,False,False,False,False,False,True
1081,Yes,False,True,False,False,False,False,True,False
1802,Yes,False,True,False,False,True,False,False,True
473,Yes,True,False,False,False,False,False,False,True
627,No,True,False,False,False,False,False,True,False
345,Yes,False,True,False,False,False,False,False,True
1307,Yes,False,False,False,False,False,False,True,False
447,Yes,False,False,False,False,False,False,False,True
442,Yes,False,False,True,False,False,False,False,True
764,Yes,False,False,True,False,False,False,True,False
539,Yes,False,False,False,False,False,True,True,False
526,Yes,False,False,True,False,True,False,False,False
1202,Yes,False,False,False,False,False,False,False,False
1515,No,True,False,False,False,False,False,True,False
249,Yes,False,True,False,True,False,False,True,False
1598,Yes,True,False,False,False,False,False,False,True
623,Yes,True,False,False,True,False,False,False,True
534,Yes,True,False,False,False,False,False,False,True
1504,Yes,False,False,True,True,False,False,True,False
1380,Yes,False,True,False,False,False,False,False,True
210,No,False,False,True,False,False,False,True,False
1442,Yes,False,False,True,False,True,False,False,True
1562,Yes,True,False,False,False,False,False,False,False
1030,Yes,False,False,False,False,False,False,False,False
579,Yes,False,True,False,False,True,False,False,False
1502,Yes,False,False,True,False,False,False,False,False
1470,No,False,True,False,False,False,False,True,False
1850,No,False,False,False,False,False,False,True,False
969,Yes,False,False,True,True,False,False,True,False
1602,No,False,False,True,False,False,False,True,False
939,Yes,False,False,False,False,True,False,False,False
872,No,False,True,False,False,False,False,True,False
918,Yes,False,False,True,False,True,False,True,False
1824,No,False,True,False,False,False,False,True,False
537,Yes,False,True,False,False,False,False,False,True
565,Yes,True,False,False,False,False,False,False,True
1993,Yes,True,False,False,False,False,False,False,False
1381,Yes,True,False,False,False,False,False,False,True
425,Yes,False,True,False,True,False,False,False,True
911,Yes,False,True,False,False,False,False,False,True
650,Yes,True,False,False,False,False,False,False,True
869,No,True,False,False,False,False,False,True,False
897,No,False,False,False,False,False,False,True,False
661,Yes,False,False,False,False,False,False,False,True
1872,No,False,False,True,False,False,False,True,False
280,Yes,False,False,True,False,False,False,False,True
683,Yes,False,False,False,False,False,False,False,True
1041,Yes,False,False,False,False,False,False,False,True
1352,Yes,False,False,False,False,False,False,True,False
911,Yes,False,False,True,False,True,False,True,False
772,Yes,False,False,True,False,True,False,False,False
552,No,True,False,False,False,False,False,True,False
1134,Yes,True,False,False,False,False,False,False,True
349,Yes,True,False,False,False,False,False,False,False
1550,Yes,False,True,False,False,True,False,True,False
881,No,False,False,False,False,False,False,True,False
1027,Yes,True,False,False,False,True,False,False,False
1307,Yes,False,False,False,False,False,False,True,False
1156,No,False,False,False,False,False,False,True,False
1912,Yes,False,False,True,False,False,False,True,False
959,No,False,False,True,False,False,False,True,False
611,Yes,True,False,False,False,False,True,False,True
836,Yes,False,False,True,False,True,False,True,False
1887,Yes,True,False,False,False,False,False,True,False
1858,Yes,False,True,False,True,False,False,True,False
360,Yes,False,True,False,False,False,True,False,True
528,No,False,False,False,False,False,False,True,False
546,Yes,False,False,True,False,False,False,False,False
842,No,False,False,True,False,False,False,True,False
1546,Yes,False,True,False,True,False,False,False,True
1848,Yes,False,False,False,False,False,False,False,True
1313,Yes,True,False,False,False,True,False,False,True
1193,Yes,True,False,False,False,False,False,True,False
889,Yes,False,False,False,True,False,False,False,True
1120,No,True,False,False,False,False,False,True,False
1207,Yes,True,False,False,False,False,False,False,True
526,Yes,False,False,False,False,False,False,False,True
1289,Yes,True,False,False,False,True,False,True,False
461,No,False,True,False,False,False,False,True,False
1244,Yes,True,False,False,False,False,False,True,False
1406,Yes,False,False,False,False,False,False,True,False
1183,No,True,False,False,False,False,False,True,False
825,Yes,False,False,False,False,False,False,False,False
841,No,False,False,False,False,False,False,True,False
341,Yes,False,True,False,False,False,False,False,True
264,No,False,False,True,False,False,False,True,False
635,No,False,False,False,False,False,False,True,False
279,No,True,False,False,False,False,False,True,False
831,Yes,False,False,True,False,False,False,False,True
299,Yes,False,False,False,False,False,False,False,False
352,Yes,True,False,False,False,False,False,True,False
1060,No,False,False,False,False,False,False,True,False
946,No,False,True,False,False,False,False,True,False
1608,Yes,False,False,True,False,True,False,False,False
1412,No,False,False,False,False,False,False,True,False
400,No,False,True,False,False,False,False,True,False
823,Yes,False,False,True,False,False,False,False,True
1927,Yes,False,False,True,True,False,False,True,False
1766,Yes,False,True,False,False,False,False,True,False
502,No,False,False,False,False,False,False,True,False
697,Yes,True,False,False,False,False,False,True,False
1311,Yes,False,True,False,True,False,False,False,True
712,Yes,False,False,True,False,True,False,False,True
597,Yes,True,False,False,False,False,False,False,False
476,Yes,False,False,False,False,False,True,True,False
1415,Yes,False,True,False,True,False,False,True,False
2000,Yes,False,True,False,False,False,False,True,False
555,Yes,True,False,False,False,False,False,False,False
961,Yes,False,False,False,False,False,False,False,True
1888,Yes,False,False,False,False,False,False,False,True
843,Yes,True,False,False,False,False,False,False,True
1578,No,False,False,True,False,False,False,True,False
1083,No,False,False,False,False,False,False,True,False
439,No,False,True,False,False,False,False,True,False
753,Yes,False,False,False,False,False,False,False,True
436,No,False,False,False,False,False,False,True,False
385,Yes,False,False,True,False,False,False,True,False
632,Yes,False,False,True,False,False,False,True,False
1072,Yes,False,False,False,False,False,False,False,True
1567,Yes,False,False,False,True,False,False,False,True
1933,Yes,False,True,False,False,False,False,False,True
1964,No,False,True,False,False,False,False,True,False
375,Yes,True,False,False,False,False,False,False,True
797,Yes,False,False,True,False,False,False,False,True
234,No,False,False,False,False,False,False,True,False
544,Yes,True,False,False,False,True,False,False,False
1051,Yes,True,False,False,False,False,True,True,False
933,Yes,False,True,False,True,False,False,False,True
1520,Yes,False,False,False,False,False,False,False,True
325,Yes,False,True,False,False,False,False,False,False
1600,Yes,False,True,False,False,True,False,False,True
833,Yes,True,False,False,False,False,False,False,True
890,No,False,False,False,False,False,False,True,False
727,Yes,False,False,False,False,False,False,True,False
1628,No,False,False,True,False,False,False,True,False
1248,Yes,True,False,False,False,False,False,False,True
1395,Yes,False,True,False,False,False,False,False,True
509,No,False,False,False,False,False,False,True,False
1256,No,True,False,False,False,False,False,True,False
243,Yes,True,False,False,False,False,False,False,True
1747,Yes,False,False,True,False,True,False,True,False
602,Yes,False,False,True,False,False,False,False,True
1151,Yes,False,False,False,False,False,False,False,False
1188,Yes,True,False,False,True,False,False,False,True
900,No,False,False,True,False,False,False,True,False
1397,No,False,False,True,False,False,False,True,False
1865,Yes,False,True,False,False,False,False,False,False
396,Yes,False,True,False,False,False,False,False,False
446,Yes,True,False,False,False,True,False,True,False
1408,Yes,False,True,False,False,False,True,True,False
1289,Yes,False,True,False,True,False,False,True,False
1914,Yes,False,False,False,False,False,False,False,False
1105,Yes,False,True,False,True,False,False,False,True
1560,No,True,False,False,False,False,False,True,False
236,No,False,True,False,False,False,False,True,False
424,Yes,False,True,False,False,False,False,False,True
1764,Yes,False,False,False,True,False,False,True,False
1668,Yes,False,False,False,False,False,True,True,False
1915,No,False,False,True,False,False,False,True,False
773,Yes,True,False,False,False,False,False,False,True
1519,No,False,False,False,False,False,False,True,False
1117,Yes,True,False,False,False,False,False,False,True
827,Yes,False,False,True,True,False,False,True,False
531,Yes,True,False,False,False,False,False,False,True
1668,Yes,True,False,False,False,False,False,False,False
1935,Yes,False,True,False,True,False,False,False,True
1463,Yes,True,False,False,False,False,False,False,True
1848,Yes,True,False,False,False,False,True,True,False
1468,No,False,False,False,False,False,False,True,False
1038,Yes,True,False,False,False,True,False,True,False
1172,Yes,False,False,True,True,False,False,True,False
1801,Yes,False,False,True,True,False,False,True,False
1291,Yes,False,True,False,False,False,False,False,True
1959,Yes,False,False,True,False,False,False,False,True
894,Yes,False,False,True,True,False,False,False,True
320,Yes,False,False,True,True,False,False,False,False
458,No,False,False,False,False,False,False,True,False
814,No,True,False,False,False,False,False,True,False
952,Yes,False,False,False,False,True,False,False,True
593,No,False,True,False,False,False,False,True,False
519,Yes,True,False,False,False,False,False,False,True
1859,Yes,False,True,False,False,False,True,True,False
439,Yes,False,True,False,False,False,False,False,True
551,Yes,False,True,False,True,False,False,True,False
682,Yes,False,False,True,False,False,True,False,True
436,Yes,False,True,False,True,False,False,True,False
1567,Yes,False,True,False,False,False,False,False,True
1203,Yes,False,False,True,False,False,False,False,True
613,No,False,True,False,False,False,False,True,False
210,No,True,False,False,False,False,False,True,False
869,No,False,False,True,False,False,False,True,False
493,No,True,False,False,False,False,False,True,False
1815,Yes,False,False,False,False,False,False,False,True
1535,Yes,False,False,False,False,False,True,True,False
1073,Yes,False,True,False,False,True,False,True,False
1044,No,False,False,True,False,False,False,True,False
1831,Yes,False,False,False,False,False,False,True,False
303,Yes,True,False,False,False,True,False,False,False
620,Yes,False,False,True,False,False,False,False,True
446,Yes,False,True,False,False,False,False,False,True
1041,Yes,False,False,True,True,False,False,False,False
1016,Yes,False,False,True,False,True,False,False,False
1463,Yes,True,False,False,False,False,False,False,True
314,No,True,False,False,False,False,False,True,False
719,Yes,False,True,False,False,True,False,True,False
1429,No,False,False,True,False,False,False,True,False
574,Yes,False,True,False,False,False,False,False,False
405,No,True,False,False,False,False,False,True,False
943,Yes,True,False,False,False,False,False,False,True
580,No,False,False,False,False,False,False,True,False
688,Yes,False,False,False,False,False,False,False,True
1647,Yes,False,False,False,False,True,False,False,False
1528,No,False,False,False,False,False,False,True,False
1931,Yes,False,False,True,False,False,False,True,False
1823,Yes,False,False,True,False,True,False,False,True
1703,Yes,True,False,False,False,False,False,False,False
1656,Yes,False,True,False,True,False,False,False,True
1773,Yes,False,True,False,False,False,True,True,False
1227,Yes,False,False,False,False,False,False,True,False
1599,Yes,False,True,False,False,False,False,False,True
1691,Yes,False,False,False,False,False,False,False,True
1776,Yes,True,False,False,False,False,False,True,False
872,Yes,False,False,False,False,False,False,False,True
390,No,False,False,False,False,False,False,True,False
1933,Yes,False,False,True,True,False,False,True,False
1734,No,False,False,True,False,False,False,True,False
1481,Yes,True,False,False,False,False,False,False,True
1560,No,False,False,True,False,False,False,True,False
852,Yes,True,False,False,False,False,False,False,True
1155,Yes,False,False,False,False,False,False,True,False
1149,Yes,False,True,False,False,True,False,True,False
1888,Yes,False,False,False,False,False,False,False,True
521,No,False,False,True,False,False,False,True,False
1994,Yes,False,False,False,False,False,False,True,False
410,No,False,False,True,False,False,False,True,False
1474,Yes,False,False,True,True,False,False,False,True
348,Yes,False,False,True,False,False,False,False,True
1348,No,True,False,False,False,False,False,True,False
425,Yes,False,False,False,False,False,True,False,True
445,Yes,False,False,False,False,True,False,False,False
384,Yes,False,False,True,False,True,False,True,False
730,Yes,False,True,False,True,False,False,True,False
662,Yes,False,False,True,False,False,False,False,False
886,Yes,True,False,False,False,False,False,False,True
1618,Yes,False,True,False,False,False,True,True,False
1298,Yes,False,True,False,False,False,False,False,True
614,Yes,False,False,False,False,True,False,False,True
486,No,False,False,True,False,False,False,True,False
1567,Yes,False,True,False,False,False,True,False,False
1794,Yes,False,True,False,False,False,False,True,False
686,Yes,False,True,False,False,False,False,False,True
561,Yes,False,False,False,False,True,False,False,False
1440,Yes,True,False,False,False,False,False,False,True
753,No,False,False,True,False,False,False,True,False
935,No,False,False,True,False,False,False,True,False
549,Yes,False,False,False,False,False,False,False,False
1717,Yes,False,False,False,False,False,False,False,False
1110,No,False,False,True,False,False,False,True,False
1623,Yes,False,True,False,False,True,False,False,True
1261,Yes,False,True,False,False,False,False,True,False
580,Yes,False,False,True,False,False,False,False,True
1515,No,False,False,False,False,False,False,True,False
1450,Yes,False,True,False,False,False,False,True,False
1432,Yes,False,False,True,False,True,False,True,False
887,Yes,False,True,False,False,False,False,False,False
380,Yes,False,False,False,False,True,False,False,False
1367,No,False,False,True,False,False,False,True,False
1494,Yes,False,True,False,False,True,False,False,True
368,Yes,False,False,False,False,True,False,False,False
783,No,False,False,False,False,False,False,True,False
1330,Yes,False,False,False,False,False,False,False,True
1689,No,True,False,False,False,False,False,True,False
605,Yes,False,True,False,False,False,False,False,True
1517,Yes,False,True,False,False,False,False,True,False
281,Yes,False,False,False,True,False,False,False,False
895,No,False,False,True,False,False,False,True,False
1347,Yes,False,False,True,False,True,False,True,False
1155,No,False,True,False,False,False,False,True,False
297,Yes,False,True,False,False,False,False,False,True
384,Yes,False,False,False,False,False,False,True,False
800,Yes,True,False,False,False,False,True,True,False
1723,Yes,False,True,False,False,False,False,True,False
427,Yes,False,False,True,True,False,False,False,False
1490,Yes,True,False,False,False,False,True,True,False
799,Yes,True,False,False,False,False,True,False,True
287,Yes,False,False,False,False,False,False,False,True
303,Yes,False,False,False,False,False,False,True,False
383,Yes,False,False,False,False,False,False,False,False
242,No,False,True,False,False,False,False,True,False
1427,Yes,False,False,True,False,False,False,False,True
1632,Yes,False,True,False,True,False,False,True,False
975,Yes,False,False,False,False,False,False,False,True
918,Yes,False,False,False,False,False,False,False,False
1687,Yes,False,True,False,False,False,False,False,True
1920,Yes,False,False,False,False,False,False,False,True
1938,Yes,True,False,False,False,False,False,False,True
1351,Yes,False,True,False,False,False,True,True,False
745,Yes,False,True,False,False,False,False,False,True
931,Yes,False,False,True,False,False,False,False,True
1353,Yes,True,False,False,False,True,False,False,True
1854,Yes,False,False,False,False,False,False,False,False
1261,Yes,False,False,False,False,True,False,True,False
938,Yes,True,False,False,False,False,False,False,False
1478,Yes,False,False,True,False,False,False,False,False
328,No,False,True,False,False,False,False,True,False
696,Yes,False,False,False,False,True,False,True,False
459,Yes,False,False,True,False,True,False,True,False
485,Yes,True,False,False,False,False,False,False,True
1748,No,False,False,False,False,False,False,True,False
1141,No,True,False,False,False,False,False,True,False
241,Yes,True,False,False,False,False,False,False,True
672,Yes,False,False,False,True,False,False,False,True
1047,Yes,False,False,True,False,False,False,True,False
1592,Yes,False,False,False,False,False,False,False,True
1670,No,True,False,False,False,False,False,True,False
1609,Yes,False,True,False,False,False,False,False,True
1327,Yes,True,False,False,True,False,False,False,True
1125,Yes,True,False,False,False,False,False,False,True
682,Yes,False,False,True,True,False,False,False,False
1806,No,False,True,False,False,False,False,True,False
1727,Yes,False,True,False,False,False,False,False,True
1792,Yes,True,False,False,False,True,False,True,False
962,Yes,False,True,False,False,False,False,True,False
1773,Yes,False,False,True,True,False,False,True,False
588,No,False,True,False,False,False,False,True,False
1695,Yes,True,False,False,False,False,False,False,True
1641,Yes,False,False,True,False,False,False,False,False
791,Yes,True,False,False,False,False,False,False,True
1937,Yes,False,False,False,False,False,False,False,False
493,Yes,False,False,False,False,True,False,True,False
1315,No,False,True,False,False,False,False,True,False
1293,No,True,False,False,False,False,False,True,False
1352,Yes,True,False,False,True,False,False,False,True
1344,Yes,False,False,True,True,False,False,False,False
1376,Yes,False,False,False,False,False,False,False,True
1245,Yes,False,True,False,False,False,False,False,True
1293,Yes,False,False,False,False,False,False,False,True
1913,No,False,True,False,False,False,False,True,False
801,Yes,False,True,False,False,False,True,False,True
305,Yes,False,False,True,False,False,False,True,False
1329,Yes,False,False,False,False,False,False,False,True
654,Yes,False,True,False,False,True,False,False,True
1752,Yes,False,False,False,False,False,True,True,False
297,No,False,False,False,False,False,False,True,False
206,Yes,False,False,False,False,False,False,False,True
1277,No,True,False,False,False,False,False,True,False
1450,Yes,False,True,False,False,False,False,False,False
1745,Yes,True,False,False,True,False,False,True,False
1953,Yes,False,False,False,False,False,True,True,False
1999,No,True,False,False,False,False,False,True,False
1071,Yes,False,False,False,False,False,False,False,False
1285,Yes,True,False,False,False,False,False,False,False
674,No,False,False,True,False,False,False,True,False
735,Yes,False,False,False,False,False,False,False,True
942,No,False,False,False,False,False,False,True,False
1474,No,False,True,False,False,False,False,True,False
870,Yes,False,False,True,False,False,False,False,True
1654,Yes,True,False,False,True,False,False,False,False
1805,Yes,False,True,False,True,False,False,True,False
1703,Yes,False,False,False,False,False,True,True,False
1780,Yes,True,False,False,True,False,False,False,False
555,No,False,True,False,False,False,False,True,False
661,No,False,False,True,False,False,False,True,False
1175,Yes,False,False,True,False,True,False,False,True
1783,Yes,False,True,False,False,False,False,False,True
712,Yes,False,False,False,False,False,False,False,True
560,Yes,True,False,False,False,True,False,True,False
1848,Yes,False,False,True,False,False,True,True,False
1196,No,False,True,False,False,False,False,True,False
1621,Yes,False,False,False,False,True,False,True,False
1931,No,True,False,False,False,False,False,True,False
1760,Yes,False,False,True,False,False,False,False,True
1412,Yes,True,False,False,False,False,False,False,True
621,Yes,True,False,False,False,False,False,False,False
311,Yes,True,False,False,False,True,False,True,False
974,Yes,False,True,False,False,True,False,False,True
1749,Yes,False,False,False,False,False,False,False,True
928,Yes,True,False,False,True,False,False,True,False
284,Yes,True,False,False,False,False,False,False,True
492,Yes,True,False,False,False,False,False,True,False
1983,No,False,False,True,False,False,False,True,False
1118,Yes,False,True,False,False,False,True,True,False
1501,No,False,False,True,False,False,False,True,False
1253,Yes,False,False,False,False,True,False,True,False
395,No,False,False,False,False,False,False,True,False
1304,Yes,False,False,False,False,False,False,False,True
1587,Yes,False,False,True,False,False,False,True,False
357,No,True,False,False,False,False,False,True,False
930,Yes,False,False,True,False,False,False,False,False
1234,Yes,False,True,False,True,False,False,True,False
1104,No,False,False,False,False,False,False,True,False
640,Yes,False,True,False,False,True,False,True,False
850,No,False,False,False,False,False,False,True,False
735,No,True,False,False,False,False,False,True,False
799,Yes,False,False,False,False,False,False,False,False
1998,Yes,False,True,False,False,True,False,False,True
1626,Yes,True,False,False,False,True,False,True,False
1383,Yes,True,False,False,True,False,False,False,True
1068,No,False,True,False,False,False,False,True,False
772,Yes,False,False,True,False,False,False,False,True
1059,Yes,True,False,False,False,True,False,True,False
1678,Yes,False,False,True,True,False,False,False,False
757,Yes,False,True,False,False,False,False,False,False
942,Yes,False,True,False,False,True,False,False,False
958,Yes,False,False,False,False,False,False,False,False
811,Yes,False,True,False,False,False,False,False,True
1112,Yes,True,False,False,False,False,False,False,True
630,Yes,False,False,False,True,False,False,False,True
410,Yes,False,False,True,False,False,False,False,True
1064,Yes,False,False,False,True,False,False,True,False
313,Yes,True,False,False,False,False,False,False,False
922,Yes,True,False,False,False,False,False,False,True
455,Yes,False,False,True,False,False,False,False,False
392,No,False,True,False,False,False,False,True,False
365,Yes,False,False,True,False,False,False,False,True
989,Yes,False,False,False,False,False,False,True,False
872,Yes,False,False,False,False,False,False,False,False
1693,Yes,False,True,False,False,False,False,False,True
