Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
SHIP018446,Delhi,Kolkata,2023-02-12,2023-02-16,2023-02-15,1040,Yes,True,False,False,False,False,False,False,True
SHIP018447,Kolkata,Delhi,2024-02-12,2024-02-17,2024-02-18,1635,Yes,True,False,False,False,False,False,False,True
SHIP018448,Pune,Hyderabad,2024-02-16,2024-02-17,2024-02-22,333,Yes,False,False,False,False,False,False,False,False
SHIP018449,Mumbai,Pune,2023-09-05,2023-09-11,2023-09-16,1871,Yes,False,False,False,False,False,False,False,True
SHIP018450,Pune,Kolkata,2023-07-23,2023-07-29,2023-08-02,1946,Yes,False,False,True,True,False,False,False,False
SHIP018451,Ahmedabad,Hyderabad,2023-12-23,2023-12-25,2023-12-25,719,No,False,False,False,False,False,False,True,False
SHIP018452,Delhi,Mumbai,2023-10-31,2023-11-04,2023-11-04,1307,No,False,False,True,False,False,False,True,False
SHIP018453,Delhi,Lucknow,2023-08-21,2023-08-24,2023-08-25,1193,Yes,False,True,False,False,False,False,False,True
SHIP018454,Mumbai,Delhi,2024-02-07,2024-02-09,2024-02-12,793,Yes,False,False,False,False,False,True,True,False
SHIP018455,Ahmedabad,Delhi,2023-12-20,2023-12-22,2023-12-24,720,Yes,False,False,False,False,False,False,False,False
SHIP018456,Ahmedabad,Pune,2023-05-07,2023-05-10,2023-05-15,1189,Yes,True,False,False,True,False,False,True,False
SHIP018457,Ahmedabad,Kolkata,2024-04-08,2024-04-10,2024-04-16,782,Yes,False,False,True,False,False,False,False,False
SHIP018458,Hyderabad,Mumbai,2023-08-21,2023-08-26,2023-08-27,1640,Yes,False,False,True,False,False,False,False,True
SHIP018459,Delhi,Bangalore,2024-04-30,2024-05-03,2024-05-09,1150,Yes,False,False,True,False,False,True,False,True
SHIP018460,Kolkata,Pune,2023-01-09,2023-01-10,2023-01-11,252,Yes,True,False,False,False,False,False,False,True
SHIP018461,Mumbai,Hyderabad,2023-01-19,2023-01-23,2023-01-25,1444,Yes,False,True,False,False,True,False,False,True
SHIP018462,Pune,Ahmedabad,2024-05-10,2024-05-14,2024-05-18,1488,Yes,True,False,False,False,False,True,False,True
SHIP018463,Delhi,Pune,2024-01-03,2024-01-07,2024-01-08,1492,Yes,False,False,False,False,True,False,True,False
SHIP018464,Chennai,Delhi,2023-07-06,2023-07-11,2023-07-12,1792,Yes,False,False,False,False,False,False,False,True
SHIP018465,Ahmedabad,Jaipur,2023-09-18,2023-09-21,2023-09-21,977,No,True,False,False,False,False,False,True,False
SHIP018466,Mumbai,Chennai,2023-07-09,2023-07-14,2023-07-14,1618,No,False,True,False,False,False,False,True,False
SHIP018467,Bangalore,Jaipur,2023-05-10,2023-05-11,2023-05-12,449,Yes,False,False,True,False,True,False,True,False
SHIP018468,Bangalore,Ahmedabad,2023-07-28,2023-08-02,2023-08-06,1572,Yes,False,False,False,False,False,False,True,False
SHIP018469,Mumbai,Hyderabad,2023-12-07,2023-12-12,2023-12-12,1525,No,False,False,False,False,False,False,True,False
SHIP018470,Mumbai,Delhi,2023-07-25,2023-07-29,2023-07-29,1475,No,False,True,False,False,False,False,True,False
SHIP018471,Kolkata,Delhi,2023-12-07,2023-12-13,2023-12-15,1821,Yes,False,False,False,False,True,False,False,True
SHIP018472,Bangalore,Lucknow,2023-02-27,2023-03-01,2023-03-02,753,Yes,True,False,False,False,False,False,False,True
SHIP018473,Chennai,Pune,2023-03-16,2023-03-20,2023-03-22,1324,Yes,False,True,False,False,False,False,False,False
SHIP018474,Chennai,Jaipur,2023-07-05,2023-07-06,2023-07-09,547,Yes,False,True,False,False,False,True,True,False
SHIP018475,Mumbai,Lucknow,2023-07-26,2023-07-31,2023-07-31,1538,No,False,False,True,False,False,False,True,False
SHIP018476,Hyderabad,Ahmedabad,2023-08-09,2023-08-14,2023-08-14,1572,No,False,True,False,False,False,False,True,False
SHIP018477,Lucknow,Hyderabad,2023-12-24,2023-12-29,2023-12-29,1786,No,False,True,False,False,False,False,True,False
SHIP018478,Kolkata,Ahmedabad,2023-07-29,2023-08-02,2023-08-03,1413,Yes,False,False,True,False,False,False,False,True
SHIP018479,Jaipur,Chennai,2023-07-30,2023-08-04,2023-08-05,1513,Yes,True,False,False,False,False,False,False,True
SHIP018480,Delhi,Kolkata,2024-05-16,2024-05-20,2024-05-23,1393,Yes,False,False,True,True,False,False,False,True
SHIP018481,Ahmedabad,Chennai,2023-08-03,2023-08-09,2023-08-10,1970,Yes,True,False,False,False,True,False,True,False
SHIP018482,Ahmedabad,Pune,2024-03-19,2024-03-23,2024-03-23,1411,No,False,False,True,False,False,False,True,False
SHIP018483,Pune,Ahmedabad,2024-03-27,2024-03-28,2024-03-28,286,No,False,False,False,False,False,False,True,False
SHIP018484,Mumbai,Hyderabad,2023-12-28,2023-12-31,2024-01-02,975,Yes,False,True,False,False,False,False,False,False
SHIP018485,Delhi,Ahmedabad,2023-02-03,2023-02-07,2023-02-09,1207,Yes,False,False,True,True,False,False,True,False
SHIP018486,Pune,Kolkata,2023-10-07,2023-10-13,2023-10-16,1877,Yes,True,False,False,False,True,False,False,False
SHIP018487,Ahmedabad,Chennai,2023-11-06,2023-11-07,2023-11-07,367,No,True,False,False,False,False,False,True,False
SHIP018488,Pune,Jaipur,2023-11-29,2023-12-05,2023-12-05,1846,No,True,False,False,False,False,False,True,False
SHIP018489,Chennai,Ahmedabad,2023-06-27,2023-07-01,2023-07-04,1244,Yes,False,False,True,False,False,False,True,False
SHIP018490,Pune,Mumbai,2024-02-29,2024-03-04,2024-03-04,1257,No,True,False,False,False,False,False,True,False
SHIP018491,Ahmedabad,Pune,2023-03-11,2023-03-13,2023-03-18,678,Yes,False,True,False,False,False,False,False,True
SHIP018492,Jaipur,Ahmedabad,2023-03-02,2023-03-03,2023-03-03,242,No,True,False,False,False,False,False,True,False
SHIP018493,Hyderabad,Ahmedabad,2023-09-05,2023-09-06,2023-09-15,438,Yes,True,False,False,True,False,False,False,False
SHIP018494,Jaipur,Ahmedabad,2023-04-06,2023-04-07,2023-04-07,265,No,False,True,False,False,False,False,True,False
SHIP018495,Bangalore,Hyderabad,2023-04-22,2023-04-28,2023-04-28,2000,No,False,True,False,False,False,False,True,False
SHIP018496,Chennai,Lucknow,2023-02-12,2023-02-13,2023-02-13,209,No,False,False,False,False,False,False,True,False
SHIP018497,Ahmedabad,Kolkata,2024-05-05,2024-05-11,2024-05-11,1975,No,False,True,False,False,False,False,True,False
SHIP018498,Kolkata,Bangalore,2023-12-22,2023-12-25,2023-12-25,993,No,False,True,False,False,False,False,True,False
SHIP018499,Hyderabad,Kolkata,2024-04-04,2024-04-10,2024-04-14,1826,Yes,False,False,True,True,False,False,True,False
SHIP018500,Kolkata,Jaipur,2024-05-25,2024-05-30,2024-06-02,1505,Yes,False,True,False,False,False,False,False,True
SHIP018501,Pune,Jaipur,2023-05-01,2023-05-07,2023-05-07,1958,No,False,False,False,False,False,False,True,False
SHIP018502,Delhi,Mumbai,2023-12-16,2023-12-22,2023-12-25,1968,Yes,False,False,True,False,True,False,False,False
SHIP018503,Chennai,Pune,2023-09-15,2023-09-16,2023-09-17,240,Yes,True,False,False,False,False,False,False,True
SHIP018504,Pune,Kolkata,2023-09-13,2023-09-16,2023-09-18,1024,Yes,False,True,False,False,False,False,False,False
SHIP018505,Jaipur,Pune,2023-04-12,2023-04-15,2023-04-19,1154,Yes,False,False,False,False,False,True,False,True
SHIP018506,Pune,Jaipur,2023-08-29,2023-09-01,2023-09-02,1090,Yes,False,False,True,False,True,False,True,False
SHIP018507,Ahmedabad,Delhi,2024-05-21,2024-05-23,2024-05-24,830,Yes,False,False,True,False,False,False,False,True
SHIP018508,Delhi,Hyderabad,2024-04-11,2024-04-12,2024-04-13,534,Yes,False,True,False,False,False,False,False,True
SHIP018509,Pune,Delhi,2023-11-14,2023-11-15,2023-11-20,426,Yes,True,False,False,True,False,False,False,True
SHIP018510,Bangalore,Hyderabad,2023-06-23,2023-06-25,2023-06-26,604,Yes,False,True,False,False,False,False,False,True
SHIP018511,Lucknow,Hyderabad,2023-08-27,2023-08-28,2023-08-29,330,Yes,False,False,False,False,False,False,False,True
SHIP018512,Bangalore,Delhi,2023-10-04,2023-10-08,2023-10-08,1463,No,False,False,True,False,False,False,True,False
SHIP018513,Kolkata,Lucknow,2023-07-29,2023-08-04,2023-08-05,1966,Yes,False,False,False,False,True,False,True,False
SHIP018514,Ahmedabad,Kolkata,2023-01-18,2023-01-24,2023-01-29,1912,Yes,True,False,False,False,True,False,True,False
SHIP018515,Ahmedabad,Bangalore,2023-10-25,2023-10-31,2023-11-03,1969,Yes,True,False,False,False,False,False,True,False
SHIP018516,Jaipur,Pune,2023-04-30,2023-05-01,2023-05-02,398,Yes,False,False,True,False,False,False,False,True
SHIP018517,Hyderabad,Pune,2023-12-23,2023-12-27,2023-12-28,1276,Yes,True,False,False,False,False,False,False,True
SHIP018518,Lucknow,Delhi,2023-01-16,2023-01-17,2023-01-17,259,No,True,False,False,False,False,False,True,False
SHIP018519,Ahmedabad,Kolkata,2023-08-12,2023-08-17,2023-08-17,1648,No,False,False,False,False,False,False,True,False
SHIP018520,Mumbai,Delhi,2024-05-22,2024-05-25,2024-05-27,1107,Yes,False,True,False,False,True,False,False,True
SHIP018521,Lucknow,Bangalore,2023-03-05,2023-03-08,2023-03-08,905,No,False,False,True,False,False,False,True,False
SHIP018522,Pune,Bangalore,2024-04-21,2024-04-25,2024-04-27,1446,Yes,False,False,True,False,False,False,False,False
SHIP018523,Hyderabad,Kolkata,2023-05-30,2023-05-31,2023-06-07,285,Yes,False,False,False,True,False,False,False,False
SHIP018524,Pune,Jaipur,2023-05-04,2023-05-09,2023-05-13,1799,Yes,False,True,False,False,False,False,False,True
SHIP018525,Hyderabad,Chennai,2023-07-18,2023-07-21,2023-07-21,950,No,True,False,False,False,False,False,True,False
SHIP018526,Mumbai,Lucknow,2024-03-10,2024-03-23,2024-03-16,1808,Yes,False,True,False,False,False,True,True,False
SHIP018527,Delhi,Kolkata,2024-02-27,2024-03-02,2024-03-02,1456,No,False,False,False,False,False,False,True,False
SHIP018528,Ahmedabad,Delhi,2023-03-16,2023-03-20,2023-03-20,1457,No,False,False,False,False,False,False,True,False
SHIP018529,Mumbai,Jaipur,2024-04-12,2024-04-17,2024-04-17,1690,No,False,False,False,False,False,False,True,False
SHIP018530,Ahmedabad,Hyderabad,2024-03-10,2024-03-15,2024-03-18,1546,Yes,False,False,True,False,False,False,True,False
SHIP018531,Ahmedabad,Chennai,2023-07-04,2023-07-06,2023-07-06,848,No,False,False,True,False,False,False,True,False
SHIP018532,Hyderabad,Lucknow,2023-04-13,2023-04-15,2023-04-16,622,Yes,True,False,False,False,False,False,False,True
SHIP018533,Ahmedabad,Bangalore,2023-12-15,2023-12-19,2023-12-23,1206,Yes,False,True,False,False,False,False,False,True
SHIP018534,Bangalore,Pune,2023-05-24,2023-05-26,2023-05-27,810,Yes,True,False,False,False,True,False,True,False
SHIP018535,Mumbai,Pune,2023-12-22,2023-12-26,2023-12-27,1261,Yes,False,False,True,False,True,False,True,False
SHIP018536,Pune,Delhi,2024-01-09,2024-01-13,2024-01-15,1201,Yes,False,True,False,True,False,False,True,False
SHIP018537,Mumbai,Ahmedabad,2023-06-13,2023-06-14,2023-06-18,376,Yes,False,True,False,False,False,True,False,True
SHIP018538,Pune,Lucknow,2023-02-14,2023-02-15,2023-02-21,571,Yes,True,False,False,False,True,False,True,False
SHIP018539,Lucknow,Bangalore,2023-02-20,2023-02-21,2023-02-22,217,Yes,False,True,False,False,False,False,False,True
SHIP018540,Lucknow,Pune,2024-02-13,2024-02-14,2024-02-16,574,Yes,False,True,False,False,False,False,True,False
SHIP018541,Delhi,Jaipur,2024-01-29,2024-02-03,2024-02-03,1695,No,False,False,False,False,False,False,True,False
SHIP018542,Jaipur,Lucknow,2024-01-05,2024-01-09,2024-01-09,1416,No,False,True,False,False,False,False,True,False
SHIP018543,Chennai,Jaipur,2024-02-26,2024-02-28,2024-03-06,671,Yes,False,True,False,False,False,False,False,False
SHIP018544,Jaipur,Bangalore,2023-08-18,2023-08-22,2023-08-24,1463,Yes,True,False,False,False,True,False,False,True
SHIP018545,Lucknow,Mumbai,2023-07-10,2023-07-12,2023-07-12,769,No,False,False,False,False,False,False,True,False
SHIP018546,Ahmedabad,Chennai,2024-01-02,2024-01-03,2024-01-05,478,Yes,False,True,False,False,False,False,False,False
SHIP018547,Hyderabad,Delhi,2023-08-30,2023-09-02,2023-09-02,1044,No,False,False,True,False,False,False,True,False
SHIP018548,Kolkata,Pune,2023-10-31,2023-11-05,2023-11-05,1676,No,False,True,False,False,False,False,True,False
SHIP018549,Ahmedabad,Bangalore,2023-03-03,2023-03-04,2023-03-04,426,No,False,False,False,False,False,False,True,False
SHIP018550,Chennai,Kolkata,2023-07-31,2023-08-02,2023-08-05,728,Yes,False,False,False,True,False,False,False,True
SHIP018551,Mumbai,Kolkata,2024-04-14,2024-04-19,2024-04-19,1711,No,False,True,False,False,False,False,True,False
SHIP018552,Pune,Mumbai,2024-02-10,2024-02-13,2024-02-14,1082,Yes,True,False,False,False,False,False,False,True
SHIP018553,Hyderabad,Lucknow,2023-10-22,2023-10-25,2023-10-26,1070,Yes,False,True,False,False,False,False,False,True
SHIP018554,Bangalore,Lucknow,2023-03-08,2023-03-12,2023-03-12,1303,No,False,False,False,False,False,False,True,False
SHIP018555,Hyderabad,Chennai,2023-12-03,2023-12-07,2023-12-07,1447,No,False,False,True,False,False,False,True,False
SHIP018556,Chennai,Lucknow,2024-04-13,2024-04-16,2024-04-16,952,No,False,False,False,False,False,False,True,False
SHIP018557,Mumbai,Bangalore,2023-01-12,2023-01-13,2023-01-14,364,Yes,False,False,False,False,True,False,True,False
SHIP018558,Chennai,Bangalore,2024-02-21,2024-02-25,2024-02-25,1368,No,False,False,True,False,False,False,True,False
SHIP018559,Lucknow,Jaipur,2023-03-01,2023-03-06,2023-03-13,1710,Yes,False,False,True,False,False,True,True,False
SHIP018560,Hyderabad,Ahmedabad,2023-07-14,2023-07-15,2023-07-15,479,No,False,False,True,False,False,False,True,False
SHIP018561,Pune,Hyderabad,2023-12-09,2023-12-11,2023-12-13,685,Yes,False,False,False,False,True,False,False,True
SHIP018562,Ahmedabad,Pune,2024-01-09,2024-01-12,2024-01-12,1149,No,False,True,False,False,False,False,True,False
SHIP018563,Mumbai,Chennai,2024-01-25,2024-01-28,2024-01-28,1116,No,False,True,False,False,False,False,True,False
SHIP018564,Hyderabad,Delhi,2023-11-29,2023-12-04,2023-12-07,1558,Yes,False,False,False,False,False,False,True,False
SHIP018565,Pune,Mumbai,2023-08-29,2023-09-03,2023-09-05,1541,Yes,False,True,False,False,False,False,False,False
SHIP018566,Bangalore,Mumbai,2023-07-23,2023-07-25,2023-07-27,643,Yes,False,True,False,False,False,False,False,False
SHIP018567,Chennai,Kolkata,2023-10-03,2023-10-08,2023-10-14,1700,Yes,False,False,True,False,True,False,False,True
SHIP018568,Lucknow,Hyderabad,2023-05-02,2023-05-04,2023-05-07,653,Yes,False,False,False,False,False,True,True,False
SHIP018569,Chennai,Kolkata,2024-01-28,2024-02-01,2024-02-02,1245,Yes,False,False,True,False,False,False,False,True
SHIP018570,Bangalore,Hyderabad,2023-11-20,2023-11-23,2023-11-24,1094,Yes,False,True,False,False,False,False,False,True
SHIP018571,Jaipur,Bangalore,2024-03-01,2024-03-05,2024-03-10,1448,Yes,False,False,True,True,False,False,False,True
SHIP018572,Delhi,Bangalore,2023-10-18,2023-10-22,2023-10-22,1450,No,False,True,False,False,False,False,True,False
SHIP018573,Bangalore,Ahmedabad,2023-09-28,2023-09-29,2023-10-01,577,Yes,False,False,False,False,False,False,True,False
SHIP018574,Lucknow,Delhi,2023-01-08,2023-01-12,2023-01-13,1370,Yes,False,False,True,False,False,False,False,True
SHIP018575,Lucknow,Ahmedabad,2024-05-12,2024-05-18,2024-05-19,1906,Yes,True,False,False,False,False,False,False,True
SHIP018576,Mumbai,Delhi,2023-05-16,2023-05-21,2023-05-21,1779,No,False,True,False,False,False,False,True,False
SHIP018577,Bangalore,Hyderabad,2023-01-19,2023-01-23,2023-01-26,1410,Yes,False,True,False,False,True,False,False,False
SHIP018578,Hyderabad,Ahmedabad,2023-08-19,2023-08-20,2023-08-23,424,Yes,False,False,False,True,False,False,False,True
SHIP018579,Mumbai,Ahmedabad,2024-01-11,2024-01-16,2024-01-18,1540,Yes,False,False,False,False,False,False,False,False
SHIP018580,Pune,Delhi,2023-05-14,2023-05-19,2023-05-23,1700,Yes,False,True,False,False,False,False,False,True
SHIP018581,Bangalore,Lucknow,2024-04-21,2024-04-22,2024-04-23,343,Yes,False,False,False,False,False,False,False,True
SHIP018582,Pune,Mumbai,2023-03-19,2023-03-21,2023-03-28,877,Yes,False,False,False,True,False,False,True,False
SHIP018583,Ahmedabad,Chennai,2023-12-04,2023-12-08,2023-12-13,1301,Yes,False,False,False,False,False,False,False,True
SHIP018584,Jaipur,Chennai,2023-03-25,2023-03-28,2023-04-04,1011,Yes,False,True,False,False,True,False,False,True
SHIP018585,Lucknow,Mumbai,2024-01-18,2024-01-19,2024-01-21,210,Yes,False,True,False,False,False,False,False,False
SHIP018586,Bangalore,Ahmedabad,2023-09-27,2023-10-03,2023-10-05,1979,Yes,False,False,False,False,False,False,False,False
SHIP018587,Jaipur,Chennai,2023-01-04,2023-01-06,2023-01-06,706,No,True,False,False,False,False,False,True,False
SHIP018588,Delhi,Bangalore,2023-06-13,2023-06-17,2023-06-20,1457,Yes,False,False,True,True,False,False,False,True
SHIP018589,Chennai,Pune,2023-05-26,2023-05-31,2023-06-02,1546,Yes,True,False,False,False,False,False,False,False
SHIP018590,Jaipur,Bangalore,2023-09-22,2023-09-23,2023-09-23,236,No,False,True,False,False,False,False,True,False
SHIP018591,Mumbai,Hyderabad,2023-03-06,2023-03-07,2023-03-08,330,Yes,True,False,False,False,False,False,False,True
SHIP018592,Delhi,Ahmedabad,2023-01-05,2023-01-08,2023-01-09,1056,Yes,True,False,False,False,False,False,False,True
SHIP018593,Mumbai,Ahmedabad,2023-09-18,2023-09-23,2023-09-23,1591,No,False,True,False,False,False,False,True,False
SHIP018594,Jaipur,Ahmedabad,2023-06-12,2023-06-14,2023-06-15,689,Yes,True,False,False,False,False,False,False,True
SHIP018595,Chennai,Kolkata,2023-04-20,2023-04-22,2023-04-23,762,Yes,False,False,False,False,False,False,False,True
SHIP018596,Pune,Delhi,2023-01-29,2023-02-01,2023-02-03,1014,Yes,False,True,False,False,False,False,False,False
SHIP018597,Mumbai,Chennai,2024-01-09,2024-01-13,2024-01-13,1242,No,True,False,False,False,False,False,True,False
SHIP018598,Chennai,Hyderabad,2023-06-29,2023-06-30,2023-07-05,328,Yes,True,False,False,False,False,False,True,False
SHIP018599,Delhi,Chennai,2023-09-10,2023-09-13,2023-09-16,1126,Yes,False,False,True,False,True,False,False,False
SHIP018600,Kolkata,Pune,2024-02-06,2024-02-12,2024-02-18,1810,Yes,False,True,False,True,False,False,False,True
SHIP018601,Ahmedabad,Delhi,2023-02-23,2023-02-25,2023-02-26,896,Yes,False,False,True,False,False,False,False,True
SHIP018602,Pune,Delhi,2023-05-13,2023-05-16,2023-05-20,986,Yes,False,False,True,True,False,False,False,False
SHIP018603,Bangalore,Jaipur,2023-02-04,2023-02-06,2023-02-08,763,Yes,False,False,False,False,False,False,False,False
SHIP018604,Jaipur,Hyderabad,2023-12-07,2023-12-10,2023-12-11,1155,Yes,False,False,True,False,True,False,True,False
SHIP018605,Hyderabad,Pune,2024-04-03,2024-04-04,2024-04-06,437,Yes,False,True,False,False,False,False,False,False
SHIP018606,Jaipur,Delhi,2023-07-19,2023-07-20,2023-07-22,250,Yes,False,False,False,False,False,False,False,False
SHIP018607,Jaipur,Chennai,2023-11-26,2023-11-28,2023-11-30,824,Yes,False,False,False,True,False,False,True,False
SHIP018608,Ahmedabad,Mumbai,2024-04-06,2024-04-08,2024-04-07,471,Yes,False,False,False,False,True,False,True,False
SHIP018609,Lucknow,Pune,2023-06-17,2023-06-21,2023-06-25,1392,Yes,False,True,False,False,False,False,False,False
SHIP018610,Chennai,Ahmedabad,2023-04-19,2023-04-21,2023-04-21,602,No,False,False,True,False,False,False,True,False
SHIP018611,Lucknow,Chennai,2024-02-10,2024-02-11,2024-02-13,593,Yes,False,True,False,False,True,False,False,True
SHIP018612,Pune,Mumbai,2023-03-05,2023-03-11,2023-03-13,1954,Yes,True,False,False,True,False,False,True,False
SHIP018613,Hyderabad,Jaipur,2024-05-08,2024-05-14,2024-05-14,1923,No,False,True,False,False,False,False,True,False
SHIP018614,Jaipur,Bangalore,2023-10-07,2023-10-08,2023-10-13,436,Yes,False,False,True,False,False,False,False,True
SHIP018615,Mumbai,Hyderabad,2023-01-10,2023-01-12,2023-01-12,600,No,False,False,True,False,False,False,True,False
SHIP018616,Ahmedabad,Mumbai,2023-07-03,2023-07-05,2023-07-08,605,Yes,False,False,False,True,False,False,False,True
SHIP018617,Jaipur,Kolkata,2023-11-16,2023-11-18,2023-11-19,798,Yes,True,False,False,False,False,False,False,True
SHIP018618,Pune,Lucknow,2023-01-30,2023-02-04,2023-02-06,1522,Yes,True,False,False,False,True,False,False,True
SHIP018619,Chennai,Lucknow,2023-03-10,2023-03-11,2023-03-14,551,Yes,False,False,False,False,False,False,True,False
SHIP018620,Bangalore,Hyderabad,2024-03-22,2024-03-26,2024-03-26,1435,No,True,False,False,False,False,False,True,False
SHIP018621,Pune,Ahmedabad,2023-12-02,2023-12-03,2023-12-03,282,No,True,False,False,False,False,False,True,False
SHIP018622,Chennai,Bangalore,2024-04-17,2024-04-21,2024-04-21,1251,No,False,False,False,False,False,False,True,False
SHIP018623,Mumbai,Lucknow,2023-01-31,2023-02-01,2023-02-03,513,Yes,True,False,False,False,False,False,True,False
SHIP018624,Delhi,Pune,2023-08-04,2023-08-07,2023-08-14,951,Yes,False,True,False,False,True,False,False,True
SHIP018625,Ahmedabad,Bangalore,2023-11-11,2023-11-17,2023-11-22,1837,Yes,False,True,False,False,False,False,False,False
SHIP018626,Delhi,Chennai,2023-06-30,2023-07-05,2023-07-05,1643,No,True,False,False,False,False,False,True,False
SHIP018627,Pune,Jaipur,2023-04-29,2023-04-30,2023-05-04,298,Yes,False,True,False,False,False,False,True,False
SHIP018628,Bangalore,Jaipur,2024-02-26,2024-03-02,2024-03-08,1571,Yes,True,False,False,False,False,False,False,False
SHIP018629,Delhi,Kolkata,2024-03-23,2024-03-24,2024-03-28,575,Yes,True,False,False,True,False,False,False,False
SHIP018630,Lucknow,Delhi,2023-02-07,2023-02-10,2023-02-10,963,No,False,False,True,False,False,False,True,False
SHIP018631,Lucknow,Bangalore,2023-05-09,2023-05-14,2023-05-21,1578,Yes,False,False,False,False,False,False,False,False
SHIP018632,Mumbai,Kolkata,2023-04-30,2023-05-05,2023-05-08,1532,Yes,False,False,True,True,False,False,False,True
SHIP018633,Mumbai,Pune,2024-01-02,2024-01-04,2024-01-06,665,Yes,False,False,True,False,False,False,True,False
SHIP018634,Lucknow,Delhi,2023-03-01,2023-03-02,2023-03-04,308,Yes,False,False,False,False,False,False,False,False
SHIP018635,Chennai,Ahmedabad,2024-05-10,2024-05-12,2024-05-14,626,Yes,False,False,False,False,False,False,False,False
SHIP018636,Lucknow,Bangalore,2023-11-30,2023-12-04,2023-12-05,1277,Yes,False,True,False,False,False,False,False,True
SHIP018637,Jaipur,Kolkata,2024-01-29,2024-01-30,2024-02-01,503,Yes,False,False,False,False,False,False,False,False
SHIP018638,Bangalore,Lucknow,2023-01-31,2023-02-01,2023-02-02,485,Yes,False,False,False,False,True,False,True,False
SHIP018639,Hyderabad,Kolkata,2023-09-26,2023-10-01,2023-10-01,1596,No,False,False,False,False,False,False,True,False
SHIP018640,Jaipur,Kolkata,2023-05-29,2023-05-31,2023-06-01,743,Yes,False,False,True,False,False,False,False,True
SHIP018641,Jaipur,Delhi,2023-03-27,2023-03-30,2023-04-01,1051,Yes,False,False,True,False,False,False,False,False
SHIP018642,Pune,Jaipur,2024-05-10,2024-05-16,2024-05-17,1935,Yes,False,False,True,False,False,False,False,True
SHIP018643,Chennai,Ahmedabad,2024-05-22,2024-05-28,2024-05-29,1990,Yes,True,False,False,False,True,False,True,False
SHIP018644,Ahmedabad,Kolkata,2024-01-26,2024-01-30,2024-02-03,1269,Yes,False,False,False,False,False,True,False,True
SHIP018645,Kolkata,Chennai,2023-05-08,2023-05-12,2023-05-15,1275,Yes,True,False,False,False,False,False,True,False
SHIP018646,Jaipur,Lucknow,2023-07-31,2023-08-03,2023-08-06,945,Yes,False,False,False,False,False,True,True,False
SHIP018647,Kolkata,Ahmedabad,2023-05-16,2023-05-22,2023-05-26,1999,Yes,False,False,False,False,False,False,False,True
SHIP018648,Kolkata,Pune,2023-04-21,2023-04-22,2023-04-24,344,Yes,False,True,False,True,False,False,True,False
SHIP018649,Hyderabad,Lucknow,2023-06-01,2023-06-02,2023-06-04,486,Yes,False,False,False,False,False,False,False,False
SHIP018650,Kolkata,Hyderabad,2023-09-04,2023-09-07,2023-09-08,1135,Yes,False,True,False,False,False,False,False,True
SHIP018651,Mumbai,Kolkata,2023-06-26,2023-07-01,2023-07-01,1600,No,False,False,True,False,False,False,True,False
SHIP018652,Chennai,Jaipur,2023-05-18,2023-05-19,2023-05-20,367,Yes,False,False,False,False,False,False,False,True
SHIP018653,Ahmedabad,Mumbai,2023-11-24,2023-11-25,2023-12-01,268,Yes,False,False,False,True,False,False,True,False
SHIP018654,Ahmedabad,Chennai,2023-08-23,2023-08-26,2023-08-26,1186,No,False,False,False,False,False,False,True,False
SHIP018655,Pune,Mumbai,2023-04-13,2023-04-14,2023-04-15,247,Yes,False,False,False,False,False,False,False,True
SHIP018656,Pune,Mumbai,2023-10-27,2023-10-28,2023-10-29,353,Yes,False,True,False,False,False,False,False,True
SHIP018657,Hyderabad,Chennai,2023-02-18,2023-02-20,2023-02-22,714,Yes,True,False,False,False,False,False,True,False
SHIP018658,Delhi,Chennai,2023-09-09,2023-09-12,2023-09-13,942,Yes,False,False,False,False,False,False,False,True
SHIP018659,Hyderabad,Jaipur,2023-03-12,2023-03-13,2023-03-13,372,No,False,False,True,False,False,False,True,False
SHIP018660,Chennai,Mumbai,2024-03-23,2024-03-26,2024-03-29,1178,Yes,False,True,False,False,True,False,False,False
SHIP018661,Kolkata,Ahmedabad,2023-05-29,2023-06-02,2023-06-02,1242,No,False,False,True,False,False,False,True,False
SHIP018662,Mumbai,Ahmedabad,2023-12-05,2023-12-06,2023-12-06,489,No,True,False,False,False,False,False,True,False
SHIP018663,Ahmedabad,Pune,2024-04-29,2024-04-30,2024-05-03,348,Yes,False,False,False,False,True,False,False,False
SHIP018664,Chennai,Mumbai,2023-01-14,2023-01-19,2023-01-21,1727,Yes,True,False,False,False,True,False,False,True
SHIP018665,Pune,Chennai,2023-06-26,2023-06-27,2023-06-29,552,Yes,False,False,False,True,False,False,True,False
SHIP018666,Lucknow,Mumbai,2023-04-24,2023-04-30,2023-04-30,1885,No,True,False,False,False,False,False,True,False
SHIP018667,Chennai,Ahmedabad,2023-09-03,2023-09-04,2023-09-05,435,Yes,True,False,False,False,False,False,False,True
SHIP018668,Hyderabad,Lucknow,2024-04-03,2024-04-06,2024-04-10,953,Yes,False,False,True,False,False,False,False,True
SHIP018669,Ahmedabad,Mumbai,2024-03-06,2024-03-10,2024-03-13,1200,Yes,False,True,False,False,False,False,True,False
